"txn_id","amount","counterparty_name","counterparty_iban","purpose","currency","side","booking_date","value_date"
"4739285618","5836","Amazon Europe SA","DE51700800000013546351","Vielen Dank","EUR","debit","2025-09-28 23:00:00+00","2025-09-28 23:00:00+00"
"4739285624","3623","Restaurant Alter Wirt","DE90700800000000000569","Vielen Dank","EUR","debit","2025-10-04 23:00:00+00","2025-10-04 23:00:00+00"
"4739286106","19000","Gasthaus Alter Wirt","DE94700800000000003213","Vielen Dank","EUR","debit","2024-12-30 23:00:00+00","2024-12-30 23:00:00+00"
"4739286111","5365","JET Tankstelle, Hohenlohe","DE79700800000001055545","Vielen Dank","EUR","debit","2025-01-03 23:00:00+00","2025-01-03 23:00:00+00"
"4739286113","8898","Aral Muenchen","DE24700800000116665500","Vielen Dank","EUR","debit","2025-01-05 23:00:00+00","2025-01-05 23:00:00+00"
"4739286114","10220","Lidl Leopoldstr.","DE77700800000000023113","Vielen Dank","EUR","debit","2025-01-06 23:00:00+00","2025-01-06 23:00:00+00"
"4739286116","6666","Hornbach AG","DE89700800000000057526","Vielen Dank","EUR","debit","2025-01-09 23:00:00+00","2025-01-09 23:00:00+00"
"4739286119","24500","Winzergenossenschaft Nordheim","DE91700800000161109500","Vielen Dank","EUR","debit","2025-01-12 23:00:00+00","2025-01-12 23:00:00+00"
"4739286121","26481","BMW Leasing","DE51700800000013546351","Vielen Dank","EUR","debit","2025-01-14 23:00:00+00","2025-01-14 23:00:00+00"
"4739286122","5836","Amazon Europe SA","DE78700800000144443000","Vielen Dank","EUR","debit","2025-01-15 23:00:00+00","2025-01-15 23:00:00+00"
"4739286128","12200","Restaurant Chang","DE05700800000069854321","Vielen Dank","EUR","debit","2025-01-21 23:00:00+00","2025-01-21 23:00:00+00"
"4739286140","12544","Gasthaus Chinesischer Turm","DE26700800000077777000","Vielen Dank","EUR","debit","2025-01-31 23:00:00+00","2025-01-31 23:00:00+00"
"4739286145","5010","JET Tankstelle, Hohenlohe","DE56700800000023235300","Vielen Dank","EUR","debit","2025-02-04 23:00:00+00","2025-02-04 23:00:00+00"
"4739286147","12311","Aral Muenchen","DE90700800000000000569","Vielen Dank","EUR","debit","2025-02-06 23:00:00+00","2025-02-06 23:00:00+00"
"4739286148","9013","Lidl Leopoldstr.","DE24700800000116665500","Vielen Dank","EUR","debit","2025-02-07 23:00:00+00","2025-02-07 23:00:00+00"
"4739286150","5863","Hornbach AG","DE74700800000035698700","Vielen Dank","EUR","debit","2025-02-10 23:00:00+00","2025-02-10 23:00:00+00"
"4739286153","24511","Winzergenossenschaft Nordheim","DE78700800000144443000","Vielen Dank","EUR","debit","2025-02-13 23:00:00+00","2025-02-13 23:00:00+00"
"4739286155","26481","BMW Leasing","DE37700800000133332000","Vielen Dank","EUR","debit","2025-02-15 23:00:00+00","2025-02-15 23:00:00+00"
"4739286156","5836","Amazon Europe SA","DE71700800000812369800","Vielen Dank","EUR","debit","2025-02-16 23:00:00+00","2025-02-16 23:00:00+00"
"4739286162","3623","Confetti Restaurant","DE05700800000069854321","Vielen Dank","EUR","debit","2025-02-22 23:00:00+00","2025-02-22 23:00:00+00"
"4739286174","22212","Gasthaus Chinesischer Turm","DE26700800000077777000","Vielen Dank","EUR","debit","2025-03-04 23:00:00+00","2025-03-04 23:00:00+00"
"4739286178","6688","JET Tankstelle, Hohenlohe","DE56700800000023235300","Vielen Dank","EUR","debit","2025-03-08 23:00:00+00","2025-03-08 23:00:00+00"
"4739286180","12300","Aral Muenchen","DE90700800000000000569","Vielen Dank","EUR","debit","2025-03-10 23:00:00+00","2025-03-10 23:00:00+00"
"4739286181","26001","Lidl Leopoldstr.","DE24700800000116665500","Vielen Dank","EUR","debit","2025-03-11 23:00:00+00","2025-03-11 23:00:00+00"
"4739286183","5863","Hornbach AG","DE74700800000035698700","Vielen Dank","EUR","debit","2025-03-14 23:00:00+00","2025-03-14 23:00:00+00"
"4739286186","27470","Winzergenossenschaft Nordheim","DE78700800000144443000","Vielen Dank","EUR","debit","2025-03-17 23:00:00+00","2025-03-17 23:00:00+00"
"4739286188","26481","BMW Leasing","DE37700800000133332000","Vielen Dank","EUR","debit","2025-03-19 23:00:00+00","2025-03-19 23:00:00+00"
"4739286189","5836","Amazon Europe SA","DE12700800000654654100","Vielen Dank","EUR","debit","2025-03-20 23:00:00+00","2025-03-20 23:00:00+00"
"4739286197","2536","Confetti Restaurant","DE05700800000069854321","Vielen Dank","EUR","debit","2025-03-26 23:00:00+00","2025-03-26 23:00:00+00"
"4739286208","26451","Gasthaus Chinesischer Turm","DE26700800000077777000","Vielen Dank","EUR","debit","2025-04-05 23:00:00+00","2025-04-05 23:00:00+00"
"4739286212","7695","JET Tankstelle, Hohenlohe","DE56700800000023235300","Vielen Dank","EUR","debit","2025-04-09 23:00:00+00","2025-04-09 23:00:00+00"
"4739286214","11342","Aral Muenchen","DE90700800000000000569","Vielen Dank","EUR","debit","2025-04-11 23:00:00+00","2025-04-11 23:00:00+00"
"4739286215","26001","Lidl Leopoldstr.","DE24700800000116665500","Vielen Dank","EUR","debit","2025-04-12 23:00:00+00","2025-04-12 23:00:00+00"
"4739286217","5863","Hornbach AG","DE74700800000035698700","Vielen Dank","EUR","debit","2025-04-15 23:00:00+00","2025-04-15 23:00:00+00"
"4739286220","27470","Winzergenossenschaft Nordheim","DE78700800000144443000","Vielen Dank","EUR","debit","2025-04-18 23:00:00+00","2025-04-18 23:00:00+00"
"4739286222","26481","BMW Leasing","DE37700800000133332000","Vielen Dank","EUR","debit","2025-04-20 23:00:00+00","2025-04-20 23:00:00+00"
"4739286224","5836","Amazon Europe SA","DE39700800000000025446","Vielen Dank","EUR","debit","2025-04-21 23:00:00+00","2025-04-21 23:00:00+00"
"4739286231","3623","Confetti Restaurant","DE05700800000069854321","Vielen Dank","EUR","debit","2025-04-27 23:00:00+00","2025-04-27 23:00:00+00"
"4739286242","26451","Gasthaus Chinesischer Turm","DE26700800000077777000","Vielen Dank","EUR","debit","2025-05-07 23:00:00+00","2025-05-07 23:00:00+00"
"4739286246","5599","JET Tankstelle, Hohenlohe","DE56700800000023235300","Vielen Dank","EUR","debit","2025-05-11 23:00:00+00","2025-05-11 23:00:00+00"
"4739286248","11145","Aral Muenchen","DE90700800000000000569","Vielen Dank","EUR","debit","2025-05-13 23:00:00+00","2025-05-13 23:00:00+00"
"4739286249","24584","Lidl Leopoldstr.","DE24700800000116665500","Vielen Dank","EUR","debit","2025-05-14 23:00:00+00","2025-05-14 23:00:00+00"
"4739286251","7878","Hornbach AG","DE74700800000035698700","Vielen Dank","EUR","debit","2025-05-17 23:00:00+00","2025-05-17 23:00:00+00"
"4739286254","25100","Winzergenossenschaft Nordheim","DE78700800000144443000","Vielen Dank","EUR","debit","2025-05-20 23:00:00+00","2025-05-20 23:00:00+00"
"4739286257","26481","BMW Leasing","DE37700800000133332000","Vielen Dank","EUR","debit","2025-05-22 23:00:00+00","2025-05-22 23:00:00+00"
"4739286258","5836","Amazon Europe SA","DE51700800000013546351","Vielen Dank","EUR","debit","2025-05-23 23:00:00+00","2025-05-23 23:00:00+00"
"4739286264","3623","Confetti Restaurant","DE90700800000000000569","Vielen Dank","EUR","debit","2025-05-29 23:00:00+00","2025-05-29 23:00:00+00"
"4739286265","25971","Bar Centrale","DE05700800000069854321","Vielen Dank","EUR","debit","2025-05-30 23:00:00+00","2025-05-30 23:00:00+00"
"4739286275","26451","Gasthaus Chinesischer Turm","DE45700800000000039985","Vielen Dank","EUR","debit","2025-06-08 23:00:00+00","2025-06-08 23:00:00+00"
"4739286279","7695","Friseur Haarmonie","DE50700800000000036985","Vielen Dank","EUR","debit","2025-06-12 23:00:00+00","2025-06-12 23:00:00+00"
"4739286281","11342","Agip Muenchen","DE79700800000001055545","Vielen Dank","EUR","debit","2025-06-14 23:00:00+00","2025-06-14 23:00:00+00"
"4739286282","26001","Lidl Leopoldstr.","DE90700800000000000569","Vielen Dank","EUR","debit","2025-06-15 23:00:00+00","2025-06-15 23:00:00+00"
"4739286284","5863","Hornbach AG","DE81700800000000025369","Vielen Dank","EUR","debit","2025-06-18 23:00:00+00","2025-06-18 23:00:00+00"
"4739286288","27470","Winzergenossenschaft Nordheim","DE69700800000123456921","Vielen Dank","EUR","debit","2025-06-21 23:00:00+00","2025-06-21 23:00:00+00"
"4739286291","26481","BMW Leasing","DE91700800000161109500","Vielen Dank","EUR","debit","2025-06-23 23:00:00+00","2025-06-23 23:00:00+00"
"4739286292","5836","Amazon Europe SA","DE37700800000133332000","Vielen Dank","EUR","debit","2025-06-24 23:00:00+00","2025-06-24 23:00:00+00"
"4739286298","3623","Restaurant Chang","DE90700800000000000569","Vielen Dank","EUR","debit","2025-06-30 23:00:00+00","2025-06-30 23:00:00+00"
"4739286309","18000","Gasthaus Alter Wirt","DE45700800000000039985","Vielen Dank","EUR","debit","2025-07-10 23:00:00+00","2025-07-10 23:00:00+00"
"4739286313","6694","SB-Tank Hohenlohe","DE33700800000012365894","Vielen Dank","EUR","debit","2025-07-14 23:00:00+00","2025-07-14 23:00:00+00"
"4739286315","11342","Aral Muenchen","DE79700800000001055545","Vielen Dank","EUR","debit","2025-07-16 23:00:00+00","2025-07-16 23:00:00+00"
"4739286316","26001","Lidl Leopoldstr.","DE90700800000000000569","Vielen Dank","EUR","debit","2025-07-17 23:00:00+00","2025-07-17 23:00:00+00"
"4739286318","5863","Hornbach AG","DE81700800000000025369","Vielen Dank","EUR","debit","2025-07-20 23:00:00+00","2025-07-20 23:00:00+00"
"4739286322","2245","Winzergenossenschaft Nordheim","DE42700800000056456500","Vielen Dank","EUR","debit","2025-07-23 23:00:00+00","2025-07-23 23:00:00+00"
"4739286325","26481","BMW Leasing","DE91700800000161109500","Vielen Dank","EUR","debit","2025-07-25 23:00:00+00","2025-07-25 23:00:00+00"
"4739286326","5836","Amazon Europe SA","DE37700800000133332000","Vielen Dank","EUR","debit","2025-07-26 23:00:00+00","2025-07-26 23:00:00+00"
"4739286332","3623","Restaurant La Villa","DE90700800000000000569","Vielen Dank","EUR","debit","2025-08-01 23:00:00+00","2025-08-01 23:00:00+00"
"4739286342","19000","Gasthaus Chinesischer Turm","DE45700800000000039985","Vielen Dank","EUR","debit","2025-08-11 23:00:00+00","2025-08-11 23:00:00+00"
"4739286346","7695","JET Tankstelle, Hohenlohe","DE77700800000000035432","Vielen Dank","EUR","debit","2025-08-15 23:00:00+00","2025-08-15 23:00:00+00"
"4739286348","11155","Aral Muenchen","DE79700800000001055545","Vielen Dank","EUR","debit","2025-08-17 23:00:00+00","2025-08-17 23:00:00+00"
"4739286349","26001","Edeka Simmel","DE90700800000000000569","Vielen Dank","EUR","debit","2025-08-18 23:00:00+00","2025-08-18 23:00:00+00"
"4739286352","5863","Hornbach AG","DE81700800000000025369","Vielen Dank","EUR","debit","2025-08-21 23:00:00+00","2025-08-21 23:00:00+00"
"4739286357","27470","Winzergenossenschaft Nordheim","DE78700800000144443000","Vielen Dank","EUR","debit","2025-08-24 23:00:00+00","2025-08-24 23:00:00+00"
"4739286360","26481","BMW Leasing","DE37700800000133332000","Vielen Dank","EUR","debit","2025-08-26 23:00:00+00","2025-08-26 23:00:00+00"
"4739286361","5836","Amazon Europe SA","DE39700800000000025446","Vielen Dank","EUR","debit","2025-08-27 23:00:00+00","2025-08-27 23:00:00+00"
"4739286367","4445","Confetti Restaurant","DE05700800000069854321","Vielen Dank","EUR","debit","2025-09-02 23:00:00+00","2025-09-02 23:00:00+00"
"4739286377","20000","Gasthaus Chinesischer Turm","DE26700800000077777000","Vielen Dank","EUR","debit","2025-09-12 23:00:00+00","2025-09-12 23:00:00+00"
"4739286381","4545","JET Tankstelle, Hohenlohe","DE56700800000023235300","Vielen Dank","EUR","debit","2025-09-16 23:00:00+00","2025-09-16 23:00:00+00"
"4739286383","11342","SB-Tank Hohenlohe","DE90700800000000000569","Vielen Dank","EUR","debit","2025-09-18 23:00:00+00","2025-09-18 23:00:00+00"
"4739286384","10085","Lidl Leopoldstr.","DE24700800000116665500","Vielen Dank","EUR","debit","2025-09-19 23:00:00+00","2025-09-19 23:00:00+00"
"4739286387","5863","Hornbach AG","DE74700800000035698700","Vielen Dank","EUR","debit","2025-09-22 23:00:00+00","2025-09-22 23:00:00+00"
"4739286391","27470","Winzergenossenschaft Nordheim","DE78700800000144443000","Vielen Dank","EUR","debit","2025-09-25 23:00:00+00","2025-09-25 23:00:00+00"
"4739286393","26481","BMW Leasing","DE37700800000133332000","Vielen Dank","EUR","debit","2025-09-27 23:00:00+00","2025-09-27 23:00:00+00"
"4739286394","5836","Amazon Europe SA","DE51700800000013546351","Vielen Dank","EUR","debit","2025-09-28 23:00:00+00","2025-09-28 23:00:00+00"
"4739286400","3623","Restaurant Alter Wirt","DE90700800000000000569","Vielen Dank","EUR","debit","2025-10-04 23:00:00+00","2025-10-04 23:00:00+00"
"4739285626","70000","DAB bank AG","DE34700800000004578522","Umbuchung","EUR","credit","2025-10-06 23:00:00+00","2025-10-06 23:00:00+00"
"4739285458","70000","DAB bank AG","DE34700800000000032132","Umbuchung","EUR","credit","2025-04-29 23:00:00+00","2025-04-29 23:00:00+00"
"4739285558","70000","DAB bank AG","DE34700800000004578522","Umbuchung","EUR","credit","2025-08-03 23:00:00+00","2025-08-03 23:00:00+00"
"4739285491","70000","DAB bank AG","DE34700800000004578522","Umbuchung","EUR","credit","2025-05-31 23:00:00+00","2025-05-31 23:00:00+00"
"4739286334","70000","DAB bank AG","DE34700800000004578522","Umbuchung","EUR","credit","2025-08-03 23:00:00+00","2025-08-03 23:00:00+00"
"4739286130","70000","DAB bank AG","DE36700800000124563800","Umbuchung","EUR","credit","2025-01-23 23:00:00+00","2025-01-23 23:00:00+00"
"4739285525","70000","DAB bank AG","DE34700800000004578522","Umbuchung","EUR","credit","2025-07-02 23:00:00+00","2025-07-02 23:00:00+00"
"4739285593","70000","DAB bank AG","DE34700800000000032132","Umbuchung","EUR","credit","2025-09-04 23:00:00+00","2025-09-04 23:00:00+00"
"4739286369","70000","DAB bank AG","DE34700800000000032132","Umbuchung","EUR","credit","2025-09-04 23:00:00+00","2025-09-04 23:00:00+00"
"4739286233","70000","DAB bank AG","DE34700800000000032132","Umbuchung","EUR","credit","2025-04-29 23:00:00+00","2025-04-29 23:00:00+00"
"4739286266","70000","DAB bank AG","DE34700800000004578522","Umbuchung","EUR","credit","2025-05-31 23:00:00+00","2025-05-31 23:00:00+00"
"4739285424","70000","DAB bank AG","DE31700800000000065651","Umbuchung","EUR","credit","2025-03-28 23:00:00+00","2025-03-28 23:00:00+00"
"4739285347","70000","DAB bank AG","DE36700800000124563800","Umbuchung","EUR","credit","2025-01-23 23:00:00+00","2025-01-23 23:00:00+00"
"4739286164","70000","DAB bank AG","DE11700800000012698321","Umbuchung","EUR","credit","2025-02-24 23:00:00+00","2025-02-24 23:00:00+00"
"4739286402","70000","DAB bank AG","DE34700800000004578522","Umbuchung","EUR","credit","2025-10-06 23:00:00+00","2025-10-06 23:00:00+00"
"4739286301","70000","DAB bank AG","DE34700800000004578522","Umbuchung","EUR","credit","2025-07-02 23:00:00+00","2025-07-02 23:00:00+00"
"4739286199","70000","DAB bank AG","DE31700800000000065651","Umbuchung","EUR","credit","2025-03-28 23:00:00+00","2025-03-28 23:00:00+00"
"4739285389","70000","DAB bank AG","DE11700800000012698321","Umbuchung","EUR","credit","2025-02-24 23:00:00+00","2025-02-24 23:00:00+00"
"4739285436","35000","Hotel am Wasserturm Köln","DE77700800000000035432","Übernachtung","EUR","debit","2025-04-08 23:00:00+00","2025-04-08 23:00:00+00"
"4739285604","35000","Hotel am Wasserturm Köln","DE41700800000036213200","Übernachtung","EUR","debit","2025-09-15 23:00:00+00","2025-09-15 23:00:00+00"
"4739285402","30000","Hotel Alster","DE33700800000012365894","Übernachtung","EUR","debit","2025-03-07 23:00:00+00","2025-03-07 23:00:00+00"
"4739286312","35000","Hotel am Messegelände","DE93700800000122221000","Übernachtung","EUR","debit","2025-07-13 23:00:00+00","2025-07-13 23:00:00+00"
"4739285368","35000","Hotel am Wasserturm Köln","DE50700800000000036985","Übernachtung","EUR","debit","2025-02-03 23:00:00+00","2025-02-03 23:00:00+00"
"4739285536","35000","Hotel am Messegelände","DE93700800000122221000","Übernachtung","EUR","debit","2025-07-13 23:00:00+00","2025-07-13 23:00:00+00"
"4739286177","30000","Hotel Alster","DE33700800000012365894","Übernachtung","EUR","debit","2025-03-07 23:00:00+00","2025-03-07 23:00:00+00"
"4739286245","30000","Hotel am Wasserturm Köln","DE41700800000036213200","Übernachtung","EUR","debit","2025-05-10 23:00:00+00","2025-05-10 23:00:00+00"
"4739286144","35000","Hotel am Wasserturm Köln","DE50700800000000036985","Übernachtung","EUR","debit","2025-02-03 23:00:00+00","2025-02-03 23:00:00+00"
"4739286278","35000","Hotel am Wasserturm Köln","DE93700800000122221000","Übernachtung","EUR","debit","2025-06-11 23:00:00+00","2025-06-11 23:00:00+00"
"4739286380","35000","Hotel am Wasserturm Köln","DE41700800000036213200","Übernachtung","EUR","debit","2025-09-15 23:00:00+00","2025-09-15 23:00:00+00"
"4739286345","35000","Hotel Ibis","DE93700800000122221000","Übernachtung","EUR","debit","2025-08-14 23:00:00+00","2025-08-14 23:00:00+00"
"4739285503","35000","Hotel am Wasserturm Köln","DE93700800000122221000","Übernachtung","EUR","debit","2025-06-11 23:00:00+00","2025-06-11 23:00:00+00"
"4739285569","35000","Hotel Ibis","DE93700800000122221000","Übernachtung","EUR","debit","2025-08-14 23:00:00+00","2025-08-14 23:00:00+00"
"4739285327","35000","Ibis Hotel Köln","DE56700800000023235300","Übernachtung","EUR","debit","2025-01-02 23:00:00+00","2025-01-02 23:00:00+00"
"4739285470","30000","Hotel am Wasserturm Köln","DE41700800000036213200","Übernachtung","EUR","debit","2025-05-10 23:00:00+00","2025-05-10 23:00:00+00"
"4739286110","35000","Ibis Hotel Köln","DE56700800000023235300","Übernachtung","EUR","debit","2025-01-02 23:00:00+00","2025-01-02 23:00:00+00"
"4739286211","35000","Hotel am Wasserturm Köln","DE77700800000000035432","Übernachtung","EUR","debit","2025-04-08 23:00:00+00","2025-04-08 23:00:00+00"
"4739285351","20000","Max Mustermann","DE64700800000000047112","Sparen 67894","EUR","debit","2025-01-24 23:00:00+00","2025-01-24 23:00:00+00"
"4739286133","20000","Max Mustermann","DE64700800000000047112","Sparen 67894","EUR","debit","2025-01-24 23:00:00+00","2025-01-24 23:00:00+00"
"4739285350","20000","Max Mustermann","DE64700800000000047112","Sparen 12345","EUR","debit","2025-01-24 23:00:00+00","2025-01-24 23:00:00+00"
"4739286132","20000","Max Mustermann","DE64700800000000047112","Sparen 12345","EUR","debit","2025-01-24 23:00:00+00","2025-01-24 23:00:00+00"
"4739286165","20000","Max Mustermann","DE64700800000000047112","Sparen","EUR","debit","2025-02-24 23:00:00+00","2025-02-24 23:00:00+00"
"4739285485","20000","Max Mustermann","DE64700800000000047112","Sparen","EUR","debit","2025-05-24 23:00:00+00","2025-05-24 23:00:00+00"
"4739286194","20000","Max Mustermann","DE64700800000000047112","Sparen","EUR","debit","2025-03-24 23:00:00+00","2025-03-24 23:00:00+00"
"4739285517","20000","Max Mustermann","DE64700800000000047112","Sparen","EUR","debit","2025-06-24 23:00:00+00","2025-06-24 23:00:00+00"
"4739285548","20000","Max Mustermann","DE64700800000000047112","Sparen","EUR","debit","2025-07-24 23:00:00+00","2025-07-24 23:00:00+00"
"4739285582","20000","Max Mustermann","DE64700800000000047112","Sparen","EUR","debit","2025-08-24 23:00:00+00","2025-08-24 23:00:00+00"
"4739286260","20000","Max Mustermann","DE64700800000000047112","Sparen","EUR","debit","2025-05-24 23:00:00+00","2025-05-24 23:00:00+00"
"4739286293","20000","Max Mustermann","DE64700800000000047112","Sparen","EUR","debit","2025-06-24 23:00:00+00","2025-06-24 23:00:00+00"
"4739286358","20000","Max Mustermann","DE64700800000000047112","Sparen","EUR","debit","2025-08-24 23:00:00+00","2025-08-24 23:00:00+00"
"4739286195","20000","Max Mustermann","DE64700800000000047112","Sparen","EUR","debit","2025-03-24 23:00:00+00","2025-03-24 23:00:00+00"
"4739286324","20000","Max Mustermann","DE64700800000000047112","Sparen","EUR","debit","2025-07-24 23:00:00+00","2025-07-24 23:00:00+00"
"4739285453","20000","Max Mustermann","DE64700800000000047112","Sparen","EUR","debit","2025-04-24 23:00:00+00","2025-04-24 23:00:00+00"
"4739285614","20000","Max Mustermann","DE64700800000000047112","Sparen","EUR","debit","2025-09-24 23:00:00+00","2025-09-24 23:00:00+00"
"4739286390","20000","Max Mustermann","DE64700800000000047112","Sparen","EUR","debit","2025-09-24 23:00:00+00","2025-09-24 23:00:00+00"
"4739285390","20000","Max Mustermann","DE64700800000000047112","Sparen","EUR","debit","2025-02-24 23:00:00+00","2025-02-24 23:00:00+00"
"4739285419","20000","Max Mustermann","DE64700800000000047112","Sparen","EUR","debit","2025-03-24 23:00:00+00","2025-03-24 23:00:00+00"
"4739286228","20000","Max Mustermann","DE64700800000000047112","Sparen","EUR","debit","2025-04-24 23:00:00+00","2025-04-24 23:00:00+00"
"4739285420","20000","Max Mustermann","DE64700800000000047112","Sparen","EUR","debit","2025-03-24 23:00:00+00","2025-03-24 23:00:00+00"
"4739285423","19000","Bar Centrale","DE34700800000004578522","Restaurantbesuch","EUR","debit","2025-03-27 23:00:00+00","2025-03-27 23:00:00+00"
"4739286232","25971","Bar Centrale","DE34700800000004578522","Restaurantbesuch","EUR","debit","2025-04-28 23:00:00+00","2025-04-28 23:00:00+00"
"4739286198","19000","Bar Centrale","DE34700800000004578522","Restaurantbesuch","EUR","debit","2025-03-27 23:00:00+00","2025-03-27 23:00:00+00"
"4739285592","18000","Bar Centrale","DE34700800000004578522","Restaurantbesuch","EUR","debit","2025-09-03 23:00:00+00","2025-09-03 23:00:00+00"
"4739286300","25971","Bar Centrale","DE05700800000069854321","Restaurantbesuch","EUR","debit","2025-07-01 23:00:00+00","2025-07-01 23:00:00+00"
"4739285388","10000","Bar Centrale","DE34700800000004578522","Restaurantbesuch","EUR","debit","2025-02-23 23:00:00+00","2025-02-23 23:00:00+00"
"4739286368","18000","Bar Centrale","DE34700800000004578522","Restaurantbesuch","EUR","debit","2025-09-03 23:00:00+00","2025-09-03 23:00:00+00"
"4739285346","25971","Bar Centrale","DE34700800000004578522","Restaurantbesuch","EUR","debit","2025-01-22 23:00:00+00","2025-01-22 23:00:00+00"
"4739285524","25971","Bar Centrale","DE05700800000069854321","Restaurantbesuch","EUR","debit","2025-07-01 23:00:00+00","2025-07-01 23:00:00+00"
"4739286401","19900","Bar Centrale","DE05700800000069854321","Restaurantbesuch","EUR","debit","2025-10-05 23:00:00+00","2025-10-05 23:00:00+00"
"4739286129","25971","Bar Centrale","DE34700800000004578522","Restaurantbesuch","EUR","debit","2025-01-22 23:00:00+00","2025-01-22 23:00:00+00"
"4739285557","25971","Bar Centrale","DE05700800000069854321","Restaurantbesuch","EUR","debit","2025-08-02 23:00:00+00","2025-08-02 23:00:00+00"
"4739286163","10000","Bar Centrale","DE34700800000004578522","Restaurantbesuch","EUR","debit","2025-02-23 23:00:00+00","2025-02-23 23:00:00+00"
"4739286333","25971","Bar Centrale","DE05700800000069854321","Restaurantbesuch","EUR","debit","2025-08-02 23:00:00+00","2025-08-02 23:00:00+00"
"4739285625","19900","Bar Centrale","DE05700800000069854321","Restaurantbesuch","EUR","debit","2025-10-05 23:00:00+00","2025-10-05 23:00:00+00"
"4739285457","25971","Bar Centrale","DE34700800000004578522","Restaurantbesuch","EUR","debit","2025-04-28 23:00:00+00","2025-04-28 23:00:00+00"
"4739286227","5596","TueV Bayern","DE13700800000061110500","RE. 745259","EUR","debit","2025-04-24 23:00:00+00","2025-04-24 23:00:00+00"
"4739285452","5596","TueV Bayern","DE13700800000061110500","RE. 745259","EUR","debit","2025-04-24 23:00:00+00","2025-04-24 23:00:00+00"
"4739285579","8981","TueV Bayern","DE13700800000061110500","RE. 745259","EUR","debit","2025-08-24 23:00:00+00","2025-08-24 23:00:00+00"
"4739286355","8981","TueV Bayern","DE13700800000061110500","RE. 745259","EUR","debit","2025-08-24 23:00:00+00","2025-08-24 23:00:00+00"
"4739286399","4850","Deutsche Bahn AG","DE63700800000556478900","Monatskarte","EUR","debit","2025-10-03 23:00:00+00","2025-10-03 23:00:00+00"
"4739286366","4850","Deutsche Bahn AG","DE90700800000000000569","Monatskarte","EUR","debit","2025-09-01 23:00:00+00","2025-09-01 23:00:00+00"
"4739285488","4850","Deutsche Bahn AG","DE63700800000556478900","Monatskarte","EUR","debit","2025-05-28 23:00:00+00","2025-05-28 23:00:00+00"
"4739285421","4850","Deutsche Bahn AG","DE90700800000000000569","Monatskarte","EUR","debit","2025-03-25 23:00:00+00","2025-03-25 23:00:00+00"
"4739285623","4850","Deutsche Bahn AG","DE63700800000556478900","Monatskarte","EUR","debit","2025-10-03 23:00:00+00","2025-10-03 23:00:00+00"
"4739286330","4850","Deutsche Bahn AG","DE63700800000556478900","Monatskarte","EUR","debit","2025-07-31 23:00:00+00","2025-07-31 23:00:00+00"
"4739286126","4850","Deutsche Bahn AG","DE90700800000000000569","Monatskarte","EUR","debit","2025-01-20 23:00:00+00","2025-01-20 23:00:00+00"
"4739285455","4850","Deutsche Bahn AG","DE90700800000000000569","Monatskarte","EUR","debit","2025-04-26 23:00:00+00","2025-04-26 23:00:00+00"
"4739286161","4850","Deutsche Bahn AG","DE90700800000000000569","Monatskarte","EUR","debit","2025-02-21 23:00:00+00","2025-02-21 23:00:00+00"
"4739285590","4850","Deutsche Bahn AG","DE90700800000000000569","Monatskarte","EUR","debit","2025-09-01 23:00:00+00","2025-09-01 23:00:00+00"
"4739285554","4850","Deutsche Bahn AG","DE63700800000556478900","Monatskarte","EUR","debit","2025-07-31 23:00:00+00","2025-07-31 23:00:00+00"
"4739285521","4850","Deutsche Bahn AG","DE63700800000556478900","Monatskarte","EUR","debit","2025-06-29 23:00:00+00","2025-06-29 23:00:00+00"
"4739286196","4850","Deutsche Bahn AG","DE90700800000000000569","Monatskarte","EUR","debit","2025-03-25 23:00:00+00","2025-03-25 23:00:00+00"
"4739285343","4850","Deutsche Bahn AG","DE90700800000000000569","Monatskarte","EUR","debit","2025-01-20 23:00:00+00","2025-01-20 23:00:00+00"
"4739285386","4850","Deutsche Bahn AG","DE90700800000000000569","Monatskarte","EUR","debit","2025-02-21 23:00:00+00","2025-02-21 23:00:00+00"
"4739286230","4850","Deutsche Bahn AG","DE90700800000000000569","Monatskarte","EUR","debit","2025-04-26 23:00:00+00","2025-04-26 23:00:00+00"
"4739286263","4850","Deutsche Bahn AG","DE63700800000556478900","Monatskarte","EUR","debit","2025-05-28 23:00:00+00","2025-05-28 23:00:00+00"
"4739286297","4850","Deutsche Bahn AG","DE63700800000556478900","Monatskarte","EUR","debit","2025-06-29 23:00:00+00","2025-06-29 23:00:00+00"
"4739285565","135000","Peter Schaller","DE45700800000000039985","Miete Agnestr. 46","EUR","debit","2025-08-10 23:00:00+00","2025-08-10 23:00:00+00"
"4739285432","135000","Peter Schaller","DE45700800000000039985","Miete Agnestr. 46","EUR","debit","2025-04-04 23:00:00+00","2025-04-04 23:00:00+00"
"4739285532","135000","Peter Schaller","DE45700800000000039985","Miete Agnestr. 46","EUR","debit","2025-07-09 23:00:00+00","2025-07-09 23:00:00+00"
"4739285466","135000","Peter Schaller","DE45700800000000039985","Miete Agnestr. 46","EUR","debit","2025-05-06 23:00:00+00","2025-05-06 23:00:00+00"
"4739286308","135000","Peter Schaller","DE45700800000000039985","Miete Agnestr. 46","EUR","debit","2025-07-09 23:00:00+00","2025-07-09 23:00:00+00"
